rssd9001,quarter_end,n_loans,total_amount,mean_spread
463735,2018-12-31,0,0.0000,282.5000
463735,2019-03-31,0,0.0000,387.5000
463735,2019-06-30,0,0.0000,250.0000
463735,2019-09-30,0,0.0000,283.8889
463735,2019-12-31,0,0.0000,280.0000
463735,2020-03-31,0,0.0000,
463735,2020-09-30,0,0.0000,350.0000
463735,2021-03-31,0,0.0000,475.0000
463735,2021-06-30,0,0.0000,375.0000
463735,2021-09-30,0,0.0000,263.5417
463735,2021-12-31,0,0.0000,425.0000
463735,2022-03-31,0,0.0000,225.0000
463735,2022-06-30,0,0.0000,375.0000
463735,2022-09-30,0,0.0000,337.5000
463735,2023-06-30,0,0.0000,250.0000
463735,2023-12-31,0,0.0000,225.0000
463735,2025-06-30,0,0.0000,300.0000
476810,2010-03-31,44,3537.0329,275.3769
476810,2010-06-30,94,9031.9906,258.0738
476810,2010-09-30,82,8125.2617,281.6014
476810,2010-12-31,106,8147.9006,245.6261
476810,2011-03-31,81,8770.3281,216.7188
476810,2011-06-30,118,10100.0171,232.8263
476810,2011-09-30,65,5393.8669,212.7827
476810,2011-12-31,105,9976.9079,205.8551
476810,2012-03-31,89,7944.2112,257.0489
476810,2012-06-30,131,11217.6901,248.4743
476810,2012-09-30,73,5493.6776,267.9659
476810,2012-12-31,88,5987.5527,280.0070
476810,2013-03-31,70,6005.9103,277.9825
476810,2013-06-30,114,9623.3071,256.4837
476810,2013-09-30,115,8096.7614,233.2582
476810,2013-12-31,96,7488.0281,226.0805
476810,2014-03-31,70,5503.0658,237.2726
476810,2014-06-30,96,7502.9041,234.9614
476810,2014-09-30,84,9594.3182,225.0261
476810,2014-12-31,104,11742.4425,217.0549
476810,2015-03-31,103,9691.2402,204.1088
476810,2015-06-30,87,9174.4728,214.2288
476810,2015-09-30,91,16056.6798,209.7765
476810,2015-12-31,126,19850.7153,207.7450
476810,2016-03-31,90,7791.9714,194.9073
476810,2016-06-30,134,14043.4415,242.4517
476810,2016-09-30,73,8087.1766,234.8012
476810,2016-12-31,91,9359.4171,246.7980
476810,2017-03-31,68,7889.1750,247.0596
476810,2017-06-30,66,10978.2206,237.2835
476810,2017-09-30,42,3992.7342,228.5168
476810,2017-12-31,45,3858.6416,237.7422
476810,2018-03-31,26,10966.6997,220.9830
476810,2018-06-30,64,4510.2353,224.3838
476810,2018-09-30,42,5435.6349,208.6338
476810,2018-12-31,52,5914.8823,215.4954
476810,2019-03-31,46,13652.8853,231.9313
476810,2019-06-30,44,3156.9669,210.1965
476810,2019-09-30,50,3630.0913,225.2332
476810,2019-12-31,66,7282.1495,191.5204
476810,2020-03-31,50,11349.9579,224.4462
476810,2020-06-30,32,4311.3818,222.8082
476810,2020-09-30,26,2193.9170,245.4151
476810,2020-12-31,33,2628.1567,241.9203
476810,2021-03-31,30,2861.8409,241.3957
476810,2021-06-30,70,7031.8964,209.1966
476810,2021-09-30,47,5230.5838,219.4822
476810,2021-12-31,25,4048.3665,208.1729
476810,2022-03-31,31,5813.7730,231.2680
476810,2022-06-30,56,4230.5069,195.0146
476810,2022-09-30,43,3675.8482,187.5732
476810,2022-12-31,39,5451.9797,209.0755
476810,2023-03-31,31,2828.0159,221.4409
476810,2023-06-30,57,3817.3099,209.5158
476810,2023-09-30,42,4688.9775,236.6268
476810,2023-12-31,55,4250.3701,245.0335
476810,2024-03-31,31,2434.3700,254.5256
476810,2024-06-30,39,3628.5689,236.9655
476810,2024-09-30,55,5796.2790,240.1131
476810,2024-12-31,70,6832.6234,237.6481
476810,2025-03-31,58,5259.6441,233.6580
476810,2025-06-30,98,10317.4002,225.7732
476810,2025-09-30,68,7424.6255,229.7290
476810,2025-12-31,74,27106.4524,217.4412
491224,2013-06-30,0,0.0000,200.0000
491224,2014-06-30,0,0.0000,
491224,2014-12-31,1,14.0000,350.0000
491224,2015-12-31,1,18.0030,425.0000
491224,2016-06-30,0,0.0000,
491224,2016-09-30,0,0.0000,
491224,2018-06-30,0,0.0000,425.0000
491224,2019-06-30,0,0.0000,
491224,2019-09-30,0,0.0000,400.0000
491224,2019-12-31,0,0.0000,150.0000
491224,2021-03-31,0,0.0000,160.8333
491224,2021-12-31,0,0.0000,168.7500
491224,2022-03-31,0,0.0000,236.2500
491224,2022-06-30,0,0.0000,229.9458
491224,2022-09-30,0,0.0000,220.3333
491224,2022-12-31,1,31.0050,292.9688
491224,2023-03-31,0,0.0000,309.0000
491224,2023-06-30,0,0.0000,334.6186
491224,2023-09-30,0,0.0000,327.5000
491224,2023-12-31,0,0.0000,269.0060
491224,2024-03-31,0,0.0000,281.6176
491224,2024-06-30,1,34.9800,298.6667
491224,2024-09-30,10,382.7620,273.1915
491224,2024-12-31,21,659.2013,265.0424
491224,2025-03-31,11,481.6225,263.4286
491224,2025-06-30,11,280.3980,269.9658
491224,2025-09-30,4,419.8335,264.4758
491224,2025-12-31,5,322.6955,257.1397
504713,2014-03-31,0,0.0000,250.0000
504713,2015-12-31,0,0.0000,250.0000
504713,2018-03-31,0,0.0000,225.0000
510871,2013-12-31,1,5.0250,187.5000
510871,2014-12-31,1,15.0150,250.0000
510871,2015-06-30,0,0.0000,275.0000
510871,2015-12-31,1,10.0000,325.0000
510871,2016-03-31,2,9.9840,225.0000
510871,2016-06-30,1,5.0000,241.6667
510871,2016-12-31,2,16.6675,218.7500
510871,2017-03-31,0,0.0000,200.0000
510871,2017-06-30,0,0.0000,325.0000
510871,2017-12-31,0,0.0000,175.0000
510871,2018-03-31,0,0.0000,150.0000
510871,2018-06-30,0,0.0000,200.0000
510871,2018-09-30,0,0.0000,275.0000
510871,2018-12-31,0,0.0000,262.5000
510871,2019-06-30,0,0.0000,300.0000
510871,2019-09-30,0,0.0000,250.0000
510871,2019-12-31,0,0.0000,205.0000
510871,2020-03-31,0,0.0000,275.0000
510871,2020-12-31,0,0.0000,
510871,2021-03-31,0,0.0000,
510871,2021-06-30,0,0.0000,250.0000
510871,2021-09-30,0,0.0000,387.5000
510871,2022-06-30,0,0.0000,153.1250
510871,2022-09-30,0,0.0000,400.0000
510871,2022-12-31,0,0.0000,175.0000
510871,2023-03-31,0,0.0000,210.0000
510871,2023-09-30,0,0.0000,212.5000
510871,2023-12-31,0,0.0000,237.5000
510871,2024-03-31,0,0.0000,
510871,2024-06-30,0,0.0000,231.2500
510871,2024-09-30,1,24.9600,185.0000
510871,2024-12-31,0,0.0000,215.0000
510871,2025-03-31,2,30.0000,200.0000
510871,2025-06-30,2,15.0020,175.0000
510871,2025-09-30,1,30.3750,212.8571
510871,2025-12-31,0,0.0000,
541101,2010-03-31,16,372.3320,210.0000
541101,2010-06-30,36,1819.9837,203.1522
541101,2010-09-30,21,790.4800,163.8478
541101,2010-12-31,34,1197.9485,196.1275
541101,2011-03-31,36,1425.4255,172.0481
541101,2011-06-30,26,1449.2299,146.1562
541101,2011-09-30,16,709.2969,132.6136
541101,2011-12-31,41,1820.0651,130.7719
541101,2012-03-31,30,1072.9069,176.5982
541101,2012-06-30,43,2819.9005,178.4853
541101,2012-09-30,25,799.0200,158.8837
541101,2012-12-31,34,1196.0176,145.8824
541101,2013-03-31,21,644.9936,132.1477
541101,2013-06-30,38,1986.1077,141.5635
541101,2013-09-30,23,974.6408,158.1280
541101,2013-12-31,20,1032.8222,115.3462
541101,2014-03-31,13,574.6360,120.9143
541101,2014-06-30,21,939.3358,115.2049
541101,2014-09-30,16,987.4616,110.0758
541101,2014-12-31,31,1375.2795,122.9430
541101,2015-03-31,28,1659.3686,114.3962
541101,2015-06-30,24,1180.3155,137.2656
541101,2015-09-30,22,1802.2770,114.7787
541101,2015-12-31,34,2301.7857,118.7130
541101,2016-03-31,22,1216.6945,123.0000
541101,2016-06-30,34,1809.9474,121.2025
541101,2016-09-30,13,836.5000,150.9756
541101,2016-12-31,22,1802.7200,119.1280
541101,2017-03-31,9,410.1700,143.1667
541101,2017-06-30,6,545.7515,131.4167
541101,2017-09-30,7,522.9654,132.9605
541101,2017-12-31,3,245.7500,126.7717
541101,2018-03-31,4,308.4940,117.7000
541101,2018-06-30,7,748.9500,133.0948
541101,2018-09-30,11,453.8900,126.9118
541101,2018-12-31,9,762.3595,117.0938
541101,2019-03-31,7,296.0000,116.0000
541101,2019-06-30,3,227.3400,124.1026
541101,2019-09-30,4,124.7250,123.6389
541101,2019-12-31,11,625.2060,118.3333
541101,2020-03-31,7,229.8300,113.4355
541101,2020-06-30,0,0.0000,172.8152
541101,2020-09-30,6,157.7000,211.9342
541101,2020-12-31,9,400.3750,167.5000
541101,2021-03-31,9,520.7200,109.0641
541101,2021-06-30,18,759.1455,126.9500
541101,2021-09-30,10,659.9000,119.4355
541101,2021-12-31,13,661.5650,137.4643
541101,2022-03-31,4,521.1250,116.7708
541101,2022-06-30,8,361.0000,124.7923
541101,2022-09-30,6,282.4150,126.4514
541101,2022-12-31,16,844.8000,128.9592
541101,2023-03-31,8,630.1060,135.9545
541101,2023-06-30,3,158.3131,183.8723
541101,2023-09-30,2,100.4675,96.8333
541101,2023-12-31,10,297.4291,172.0246
541101,2024-03-31,3,162.9000,137.8750
541101,2024-06-30,6,224.5900,155.7222
541101,2024-09-30,7,839.9250,140.3276
541101,2024-12-31,14,687.1600,152.2391
541101,2025-03-31,13,943.2511,120.5000
541101,2025-06-30,22,1024.8920,135.0610
541101,2025-09-30,6,387.7400,143.5517
541101,2025-12-31,11,554.0700,131.7097
564557,2019-06-30,0,0.0000,125.0000
564557,2022-06-30,0,0.0000,125.0000
606046,2010-06-30,1,10.0000,250.0000
606046,2010-12-31,0,0.0000,190.0000
606046,2011-03-31,1,7.9990,325.0000
606046,2011-06-30,1,49.9500,150.0000
606046,2011-09-30,0,0.0000,110.0000
606046,2011-12-31,0,0.0000,
606046,2012-12-31,2,24.9750,119.1667
606046,2013-09-30,1,0.0996,212.5000
606046,2014-12-31,0,0.0000,105.0000
606046,2015-06-30,1,6.0000,250.0000
606046,2015-09-30,1,15.0000,87.5000
606046,2016-03-31,2,29.9800,191.6667
606046,2016-06-30,1,7.5075,224.0000
606046,2016-09-30,1,50.0400,500.0000
606046,2017-03-31,0,0.0000,
606046,2017-06-30,0,0.0000,225.0000
606046,2017-12-31,0,0.0000,100.0000
606046,2018-09-30,0,0.0000,150.0000
606046,2019-03-31,0,0.0000,180.0000
606046,2019-06-30,0,0.0000,100.0000
606046,2020-06-30,0,0.0000,225.0000
606046,2020-09-30,0,0.0000,337.5000
606046,2020-12-31,0,0.0000,225.0000
606046,2021-03-31,1,22.5050,225.0000
606046,2021-06-30,0,0.0000,276.0000
606046,2021-09-30,0,0.0000,296.6667
606046,2021-12-31,0,0.0000,355.0000
606046,2022-06-30,0,0.0000,233.3333
606046,2022-09-30,0,0.0000,275.0000
606046,2022-12-31,0,0.0000,295.0000
606046,2023-06-30,0,0.0000,275.0000
612618,2013-09-30,1,15.0001,
612618,2018-12-31,0,0.0000,150.0000
613307,2010-03-31,2,15.0000,225.0000
613307,2010-06-30,5,35.0000,235.0000
613307,2010-09-30,2,20.0002,216.8750
613307,2010-12-31,5,35.0000,255.0000
613307,2011-03-31,2,20.0000,235.4167
613307,2011-06-30,0,0.0000,212.5000
613307,2011-09-30,0,0.0000,181.6667
613307,2012-03-31,0,0.0000,280.0000
613307,2012-06-30,0,0.0000,165.0000
613307,2012-09-30,1,20.0000,272.9167
613307,2012-12-31,11,80.1095,205.0000
613307,2013-03-31,2,24.9750,256.2500
613307,2013-06-30,3,42.1550,256.8182
613307,2013-09-30,0,0.0000,218.7500
613307,2013-12-31,2,35.0550,187.5000
613307,2014-03-31,4,35.0439,150.0000
613307,2014-06-30,2,23.3650,208.3333
613307,2014-09-30,1,22.9950,233.3333
613307,2014-12-31,0,0.0000,265.0000
613307,2015-03-31,0,0.0000,207.5000
613307,2015-06-30,3,45.0125,178.3333
613307,2015-09-30,0,0.0000,213.8889
613307,2015-12-31,5,102.4700,185.0000
613307,2016-03-31,3,53.7300,170.0000
613307,2016-06-30,2,41.0776,138.2500
613307,2016-09-30,2,85.0168,204.1667
613307,2016-12-31,2,43.3200,175.0000
613307,2017-03-31,0,0.0000,385.0000
613307,2017-06-30,3,80.0000,226.7857
613307,2017-09-30,1,21.0090,288.8636
613307,2017-12-31,0,0.0000,214.0000
613307,2018-03-31,0,0.0000,207.9545
613307,2018-06-30,0,0.0000,173.0952
613307,2018-09-30,0,0.0000,195.6250
613307,2018-12-31,0,0.0000,211.0000
613307,2019-03-31,0,0.0000,335.0000
613307,2019-06-30,0,0.0000,192.7500
613307,2019-09-30,0,0.0000,191.9444
613307,2019-12-31,2,49.9755,180.8929
613307,2020-03-31,1,42.9000,185.7143
613307,2020-06-30,0,0.0000,231.2500
613307,2020-09-30,0,0.0000,219.3182
613307,2020-12-31,0,0.0000,222.2222
613307,2021-03-31,0,0.0000,192.0833
613307,2021-06-30,0,0.0000,174.6429
613307,2021-09-30,0,0.0000,242.8571
613307,2021-12-31,1,67.6000,182.9861
613307,2022-03-31,0,0.0000,175.9615
637451,2014-06-30,0,0.0000,250.0000
637451,2022-12-31,0,0.0000,137.5000
637451,2025-09-30,0,0.0000,137.5000
661308,2010-06-30,0,0.0000,562.5000
661308,2010-12-31,0,0.0000,325.0000
661308,2011-03-31,0,0.0000,497.5000
661308,2011-06-30,1,10.0020,500.0000
661308,2011-09-30,1,15.0000,541.6667
661308,2011-12-31,0,0.0000,550.0000
661308,2012-03-31,2,15.0000,530.0000
661308,2012-06-30,1,15.0000,450.0000
661308,2012-09-30,2,30.0000,291.6667
661308,2012-12-31,2,44.9900,339.2857
661308,2013-03-31,2,15.0100,287.5000
661308,2013-06-30,3,29.9900,166.6667
661308,2013-09-30,0,0.0000,331.2500
661308,2013-12-31,2,15.0480,411.3636
661308,2014-09-30,0,0.0000,355.0000
661308,2014-12-31,0,0.0000,350.0000
661308,2015-06-30,0,0.0000,450.0000
661308,2015-09-30,1,20.0200,408.3333
661308,2015-12-31,0,0.0000,275.0000
661308,2016-03-31,2,7.5145,433.3333
661308,2016-06-30,2,14.9875,400.0000
661308,2016-09-30,1,4.9686,206.2500
661308,2016-12-31,0,0.0000,237.5000
661308,2017-03-31,0,0.0000,200.0000
661308,2017-06-30,0,0.0000,325.0000
661308,2017-09-30,0,0.0000,325.0000
661308,2018-03-31,0,0.0000,290.0000
661308,2018-06-30,0,0.0000,200.0000
661308,2018-12-31,0,0.0000,
661308,2020-12-31,0,0.0000,
661308,2021-06-30,0,0.0000,
661308,2021-09-30,0,0.0000,
661308,2021-12-31,0,0.0000,290.0000
661308,2022-03-31,0,0.0000,197.5000
661308,2022-06-30,0,0.0000,290.0000
661308,2022-12-31,0,0.0000,115.4167
661308,2023-03-31,0,0.0000,
661308,2023-06-30,2,35.0301,216.2500
661308,2023-09-30,0,0.0000,
661308,2024-06-30,0,0.0000,
661308,2024-09-30,0,0.0000,225.0000
661308,2024-12-31,2,20.0082,145.8333
661308,2025-06-30,0,0.0000,
661308,2025-09-30,0,0.0000,
661308,2025-12-31,0,0.0000,200.0000
676160,2011-12-31,0,0.0000,200.0000
676160,2012-03-31,0,0.0000,240.0000
676160,2012-09-30,2,9.0932,150.0000
676160,2012-12-31,1,7.0200,200.0000
676160,2013-03-31,4,10.4809,200.0000
676160,2013-06-30,4,32.8130,162.5000
676160,2013-09-30,2,7.5050,226.6667
676160,2015-12-31,1,40.0000,250.0000
676160,2016-03-31,0,0.0000,325.0000
676160,2016-09-30,2,13.5000,
676160,2016-12-31,0,0.0000,
676160,2017-03-31,0,0.0000,
682563,2010-03-31,1,20.0000,287.5000
682563,2010-06-30,1,30.9996,250.0000
682563,2010-09-30,4,66.2503,272.5000
682563,2010-12-31,4,129.7173,259.3750
682563,2011-03-31,4,55.0470,240.0000
682563,2011-06-30,3,107.9750,221.4286
682563,2011-09-30,0,0.0000,231.2500
682563,2011-12-31,2,50.0035,184.3750
682563,2012-03-31,1,30.0080,283.3333
682563,2012-06-30,0,0.0000,233.3333
682563,2012-09-30,1,10.0000,233.3333
682563,2012-12-31,0,0.0000,250.0000
682563,2013-03-31,0,0.0000,212.5000
682563,2013-06-30,2,19.9800,277.0833
682563,2013-09-30,2,10.0100,250.0000
682563,2013-12-31,0,0.0000,200.0000
682563,2014-03-31,1,22.5050,193.7500
682563,2014-06-30,0,0.0000,216.6667
682563,2014-09-30,1,58.7290,250.0000
682563,2014-12-31,2,55.0200,233.1250
682563,2015-03-31,0,0.0000,216.6667
682563,2015-06-30,0,0.0000,170.8333
682563,2015-09-30,3,33.5000,204.0000
682563,2015-12-31,1,18.5000,217.1875
682563,2016-03-31,0,0.0000,194.0000
682563,2016-06-30,0,0.0000,168.1250
682563,2016-09-30,1,40.0000,212.5000
682563,2016-12-31,0,0.0000,243.7500
682563,2017-03-31,1,10.0000,175.0000
682563,2017-06-30,0,0.0000,315.0000
682563,2017-09-30,0,0.0000,200.0000
682563,2017-12-31,0,0.0000,211.2500
682563,2018-03-31,0,0.0000,300.0000
682563,2018-06-30,0,0.0000,246.2500
682563,2018-09-30,1,30.0060,218.1818
682563,2018-12-31,0,0.0000,198.3333
682563,2019-03-31,0,0.0000,187.5000
682563,2019-06-30,0,0.0000,
682563,2019-09-30,1,30.0000,263.7500
682563,2019-12-31,1,35.0020,275.0000
682563,2020-03-31,0,0.0000,300.0000
682563,2020-06-30,0,0.0000,
682563,2020-09-30,0,0.0000,225.0000
682563,2020-12-31,0,0.0000,250.0000
682563,2021-03-31,0,0.0000,75.0000
682563,2021-06-30,0,0.0000,250.0000
682563,2021-09-30,0,0.0000,287.5000
682563,2021-12-31,0,0.0000,250.0000
682563,2022-03-31,0,0.0000,275.0000
682563,2022-06-30,0,0.0000,296.2500
682563,2022-09-30,2,35.0250,235.6250
682563,2022-12-31,0,0.0000,175.0000
682563,2023-03-31,0,0.0000,
682563,2023-06-30,0,0.0000,272.5000
682563,2023-09-30,0,0.0000,192.5000
682563,2023-12-31,0,0.0000,270.0000
682563,2024-03-31,0,0.0000,210.0000
682563,2024-06-30,0,0.0000,200.0000
682563,2024-09-30,0,0.0000,192.5000
682563,2024-12-31,3,28.5930,250.9375
682563,2025-03-31,0,0.0000,
682563,2025-06-30,0,0.0000,361.7857
682563,2025-09-30,1,65.0100,203.0000
682563,2025-12-31,0,0.0000,210.1923
711472,2013-06-30,0,0.0000,400.0000
711472,2017-09-30,0,0.0000,616.6667
723112,2010-03-31,21,706.3609,349.5930
723112,2010-06-30,49,1125.3472,310.8409
723112,2010-09-30,35,931.1298,338.9307
723112,2010-12-31,37,1063.9846,342.0507
723112,2011-03-31,33,1007.4670,305.2880
723112,2011-06-30,39,1155.3985,301.9528
723112,2011-09-30,26,913.3592,282.8986
723112,2011-12-31,60,2104.0893,278.3210
723112,2012-03-31,38,1167.4493,301.5433
723112,2012-06-30,60,1487.3380,289.3553
723112,2012-09-30,39,997.6303,288.6620
723112,2012-12-31,56,1691.2165,325.5463
723112,2013-03-31,32,852.7436,290.1678
723112,2013-06-30,80,3084.6774,290.2500
723112,2013-09-30,53,1558.9650,251.9737
723112,2013-12-31,29,1136.8988,266.7632
723112,2014-03-31,20,709.8234,288.0971
723112,2014-06-30,35,1330.4021,248.3913
723112,2014-09-30,37,1508.9208,253.6657
723112,2014-12-31,46,1763.2200,237.3384
723112,2015-03-31,45,2137.8379,269.1879
723112,2015-06-30,46,1702.4589,231.2539
723112,2015-09-30,35,2037.6775,241.5903
723112,2015-12-31,52,1836.8700,257.1439
723112,2016-03-31,42,1538.2041,269.7867
723112,2016-06-30,46,1805.5525,271.2763
723112,2016-09-30,21,940.1012,267.8469
723112,2016-12-31,27,977.3968,269.5210
723112,2017-03-31,16,772.0880,278.3000
723112,2017-06-30,22,944.6032,236.6353
723112,2017-09-30,11,488.0865,237.1281
723112,2017-12-31,5,282.3460,243.5109
723112,2018-03-31,1,30.0000,249.3958
723112,2018-06-30,3,208.4550,239.7791
723112,2018-09-30,12,798.5970,249.6037
723112,2018-12-31,12,615.9753,233.3012
723112,2019-03-31,4,135.0750,237.9746
723112,2019-06-30,10,667.8846,244.3972
723112,2019-09-30,8,285.0200,229.0676
723112,2019-12-31,13,685.5500,249.5235
723112,2020-03-31,12,515.6436,242.9628
723112,2020-06-30,4,148.5680,259.2445
723112,2020-09-30,1,15.0000,270.8263
723112,2020-12-31,5,219.5528,280.7799
723112,2021-03-31,4,162.5050,250.4063
723112,2021-06-30,15,865.3800,227.3071
723112,2021-09-30,5,226.6995,220.4146
723112,2021-12-31,9,657.1900,257.1103
723112,2022-03-31,6,707.3198,226.5947
723112,2022-06-30,6,552.0800,223.9056
723112,2022-09-30,2,94.0500,226.1113
723112,2022-12-31,7,469.0500,233.9974
723112,2023-03-31,4,223.2670,261.6379
723112,2023-06-30,6,258.7753,271.9699
723112,2023-09-30,3,209.1000,284.6000
723112,2023-12-31,10,300.1700,275.7509
723112,2024-03-31,1,17.4900,278.3510
723112,2024-06-30,3,365.0740,255.3125
723112,2024-09-30,19,1510.5771,263.2879
723112,2024-12-31,47,1809.4161,253.4640
723112,2025-03-31,36,1643.0347,229.8657
723112,2025-06-30,32,1994.4980,242.6453
723112,2025-09-30,32,1866.4151,259.0040
723112,2025-12-31,30,1566.1930,246.8182
725732,2010-06-30,2,7.0000,230.0000
725732,2010-09-30,0,0.0000,152.5000
725732,2010-12-31,1,2.9999,175.0000
725732,2011-09-30,1,6.0000,200.0000
725732,2011-12-31,0,0.0000,
725732,2012-06-30,1,6.9920,262.5000
725732,2012-09-30,1,5.0074,145.0000
725732,2014-06-30,0,0.0000,
725732,2016-06-30,1,5.0042,190.0000
725732,2017-03-31,0,0.0000,
725732,2017-12-31,0,0.0000,
725732,2018-06-30,0,0.0000,
725732,2019-09-30,1,2.9946,170.0000
725732,2021-12-31,0,0.0000,
783648,2012-06-30,1,4.4990,
783648,2012-12-31,1,12.9985,235.0000
783648,2013-06-30,1,10.0011,
783648,2014-09-30,1,0.2980,250.0000
783648,2015-06-30,2,20.0000,150.0000
783648,2015-12-31,0,0.0000,
783648,2016-03-31,1,42.2965,
783648,2016-09-30,0,0.0000,225.0000
783648,2017-06-30,0,0.0000,
783648,2017-09-30,1,4.0680,
783648,2018-09-30,0,0.0000,175.0000
783648,2018-12-31,0,0.0000,
783648,2020-12-31,0,0.0000,175.0000
783648,2021-12-31,0,0.0000,225.0000
783648,2022-06-30,0,0.0000,400.0000
783648,2022-09-30,0,0.0000,150.0000
783648,2023-06-30,0,0.0000,300.0000
783648,2024-03-31,0,0.0000,
783648,2024-12-31,1,20.0000,400.0000
795968,2010-03-31,1,9.9900,175.0000
795968,2010-06-30,5,92.5004,239.2857
795968,2010-09-30,2,20.0002,320.8333
795968,2010-12-31,0,0.0000,450.0000
795968,2011-03-31,0,0.0000,475.0000
795968,2011-06-30,1,10.0200,125.0000
795968,2011-09-30,0,0.0000,128.7500
795968,2011-12-31,1,10.0500,102.1667
795968,2012-06-30,1,10.0000,213.0000
795968,2012-09-30,2,20.0060,225.0000
795968,2012-12-31,2,34.9600,229.1667
795968,2013-03-31,3,25.0300,240.0000
795968,2013-06-30,2,35.0000,230.5000
795968,2013-09-30,2,35.0100,214.6154
795968,2013-12-31,0,0.0000,233.3333
795968,2014-03-31,0,0.0000,337.5000
795968,2014-06-30,2,40.0050,154.1667
795968,2014-09-30,1,10.0000,250.0000
795968,2015-03-31,2,15.0000,150.0000
795968,2015-06-30,0,0.0000,140.0000
795968,2015-09-30,0,0.0000,75.0000
795968,2015-12-31,1,30.8200,162.5000
795968,2016-03-31,1,10.0100,181.6667
795968,2016-06-30,0,0.0000,110.0000
795968,2016-12-31,0,0.0000,283.3333
795968,2017-06-30,0,0.0000,122.5000
795968,2017-09-30,0,0.0000,153.7500
795968,2018-03-31,0,0.0000,140.0000
795968,2018-09-30,0,0.0000,201.7500
795968,2018-12-31,0,0.0000,180.0000
795968,2019-06-30,1,35.1000,115.0000
795968,2019-09-30,0,0.0000,127.5000
795968,2020-03-31,0,0.0000,425.0000
795968,2020-12-31,0,0.0000,185.0000
795968,2021-06-30,0,0.0000,131.2500
795968,2021-09-30,0,0.0000,105.8333
795968,2022-06-30,0,0.0000,298.7500
795968,2022-09-30,0,0.0000,225.5000
795968,2022-12-31,0,0.0000,150.5000
795968,2023-03-31,0,0.0000,117.4000
795968,2023-06-30,0,0.0000,216.5833
795968,2023-09-30,0,0.0000,62.5000
795968,2023-12-31,0,0.0000,130.0000
795968,2024-03-31,0,0.0000,545.0000
795968,2024-06-30,0,0.0000,194.1667
795968,2024-09-30,0,0.0000,390.0000
795968,2024-12-31,1,40.0050,221.0000
795968,2025-03-31,0,0.0000,166.2500
795968,2025-06-30,0,0.0000,275.0000
795968,2025-09-30,0,0.0000,165.3125
795968,2025-12-31,5,58.0050,203.0000
838632,2013-06-30,0,0.0000,450.0000
867632,2016-12-31,0,0.0000,475.0000
867632,2017-06-30,0,0.0000,400.0000
867632,2017-12-31,1,100.0000,
867632,2019-09-30,0,0.0000,
867632,2019-12-31,0,0.0000,
867632,2020-09-30,0,0.0000,300.0000
867632,2022-06-30,0,0.0000,436.4000
911807,2013-09-30,0,0.0000,
911807,2014-12-31,0,0.0000,250.0000
911807,2015-03-31,0,0.0000,260.0000
911807,2015-09-30,0,0.0000,450.0000
911807,2015-12-31,0,0.0000,
911807,2016-12-31,0,0.0000,413.7500
911807,2017-06-30,1,9.9600,350.0000
911807,2018-06-30,0,0.0000,316.6667
911807,2018-12-31,1,20.0200,200.0000
911807,2019-03-31,0,0.0000,425.0000
911807,2019-06-30,0,0.0000,
911807,2019-09-30,0,0.0000,
911807,2019-12-31,0,0.0000,343.7500
911807,2020-03-31,0,0.0000,575.0000
911807,2020-06-30,0,0.0000,
911807,2020-09-30,0,0.0000,425.0000
911807,2020-12-31,0,0.0000,300.0000
911807,2021-03-31,0,0.0000,583.3333
911807,2021-06-30,0,0.0000,233.3333
911807,2021-09-30,0,0.0000,237.5000
911807,2021-12-31,0,0.0000,300.0000
911807,2022-03-31,0,0.0000,225.0000
911807,2022-06-30,0,0.0000,200.0000
911807,2023-12-31,0,0.0000,
918918,2010-09-30,0,0.0000,
918918,2011-03-31,0,0.0000,212.5000
918918,2022-03-31,0,0.0000,
933957,2010-09-30,0,0.0000,
933957,2012-12-31,0,0.0000,200.0000
933957,2013-09-30,0,0.0000,325.0000
933957,2013-12-31,1,9.9900,227.5000
933957,2014-12-31,2,30.0140,215.0000
933957,2015-09-30,1,25.0050,225.0000
933957,2017-06-30,0,0.0000,600.0000
933957,2017-09-30,0,0.0000,225.0000
933957,2018-06-30,0,0.0000,285.0000
933957,2018-12-31,0,0.0000,150.0000
933957,2019-06-30,0,0.0000,215.0000
933957,2019-12-31,0,0.0000,145.0000
933957,2020-09-30,0,0.0000,300.0000
933957,2021-03-31,0,0.0000,550.0000
933957,2021-06-30,0,0.0000,
978154,2010-03-31,1,15.0000,262.5000
978154,2010-06-30,3,84.9998,241.6667
978154,2010-09-30,1,26.2503,275.0000
978154,2010-12-31,1,35.0000,293.3333
978154,2011-06-30,4,91.7900,225.0000
978154,2013-06-30,0,0.0000,
978154,2014-06-30,0,0.0000,175.0000
978154,2016-03-31,0,0.0000,200.0000
978154,2016-09-30,0,0.0000,320.0000
978154,2016-12-31,1,2.2060,
978154,2017-12-31,0,0.0000,
978154,2018-03-31,0,0.0000,
978154,2018-06-30,0,0.0000,300.0000
978154,2018-09-30,0,0.0000,365.0000
978154,2018-12-31,0,0.0000,
978154,2019-03-31,1,24.9960,350.0000
978154,2019-06-30,0,0.0000,175.0000
978154,2019-09-30,0,0.0000,250.0000
978154,2019-12-31,0,0.0000,300.0000
978154,2020-03-31,0,0.0000,
978154,2020-06-30,2,10.0000,150.0000
978154,2020-09-30,0,0.0000,325.0000
